ACSSF,2019e1,nc,000,0087,0000001,100356,48381,21160,0,21160,41,0,127,0,327,0,413,404,2361,987,1775,3720,3265,1508,1358,1126,1578,525,858,787,27221,18174,9047,704,1204,853,881,2300,519,644,389,341,257,212,289,204,75,0,110,35,30,0,0,51975,18264,0,18264,0,0,63,86,354,859,1033,331,2150,607,2782,906,1163,2072,1855,702,1005,519,885,892,33711,23130,10581,1861,2341,1129,601,439,720,1096,300,285,226,503,293,159,50,162,106,111,0,84,115,249739,118237,72458,0,72458,41,0,128,225,452,515,1671,617,3080,1376,3858,4160,4508,2711,2697,2914,3903,3734,10922,24946,45779,24733,21046,4274,1506,1045,1364,1234,460,584,276,1001,727,1503,1727,730,236,535,144,575,537,1087,1501,131502,47982,0,47982,0,0,820,132,1130,966,1805,1279,1081,2142,3607,3868,3307,3459,1708,1718,3256,3103,6288,8313,83520,52762,30758,4461,2908,2353,1425,2323,792,3366,1550,1478,1375,1194,1955,1226,1027,407,820,705,215,612,566
ACSSF,2019e1,nc,000,0087,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215866,103050,64185,0,64185,41,0,128,225,431,515,1213,568,2922,1161,3085,4006,3217,2585,2037,2257,3554,3370,10265,22605,38865,20886,17979,3474,1348,958,1364,1055,400,584,276,1001,607,1366,1308,730,135,535,144,447,489,693,1065,112816,41593,0,41593,0,0,820,132,888,838,1780,1077,1081,1726,3241,3188,2691,3256,1379,1513,2869,2682,5643,6789,71223,45369,25854,3974,2606,2159,1252,1831,744,2695,1432,1266,1168,921,1233,1054,607,300,820,705,165,589,333
ACSSF,2019e1,nc,000,0087,0000003,61867,30341,11815,0,11815,0,0,127,0,260,0,341,187,1094,416,1501,1454,1817,828,1207,953,523,202,316,589,18526,13677,4849,195,585,598,703,619,88,509,234,341,257,155,141,204,75,0,110,35,0,0,0,31526,11439,0,11439,0,0,63,0,229,561,653,302,1434,561,1861,702,654,1032,1055,431,700,158,541,502,20087,14751,5336,692,788,796,344,171,450,414,179,160,226,432,157,78,50,118,55,111,0,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0087,0000004,94351,45175,20146,0,20146,41,0,127,0,309,0,352,356,2197,971,1701,3631,3120,1484,1231,1085,1578,505,706,752,25029,16552,8477,669,1086,646,881,2300,502,644,389,314,257,187,289,132,41,0,110,0,30,0,0,49176,17199,0,17199,0,0,63,86,320,740,1033,331,1899,534,2547,794,1163,2055,1720,658,960,519,885,892,31977,21782,10195,1761,2287,1015,601,439,676,1059,300,285,226,484,293,159,50,162,88,111,0,84,115,245957,116481,71913,0,71913,41,0,128,225,452,515,1671,617,3013,1376,3639,4160,4379,2681,2697,2855,3903,3734,10892,24935,44568,23741,20827,4187,1506,1023,1364,1234,460,584,276,1001,727,1393,1727,730,236,535,144,575,537,1087,1501,129476,47565,0,47565,0,0,820,132,1130,956,1773,1279,1075,2142,3607,3806,3291,3429,1669,1618,3256,3073,6288,8221,81911,51868,30043,4254,2694,2268,1366,2323,792,3355,1550,1478,1284,1146,1955,1226,1027,407,820,705,215,612,566
ACSSF,2019e1,nc,000,0087,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237810,113315,70004,0,70004,41,0,128,225,452,515,1633,617,2601,1376,3349,4113,4118,2623,2583,2855,3903,3657,10806,24409,43311,22975,20336,4109,1470,1023,1364,1204,460,584,276,1001,607,1393,1659,730,236,535,144,536,537,1023,1445,124495,45606,0,45606,0,0,820,132,1130,956,1632,1077,1056,1923,3101,3710,3134,3378,1669,1468,3128,3073,6075,8144,78889,50219,28670,4100,2587,2212,1366,2281,704,3287,1494,1389,1264,1089,1548,1226,892,407,820,611,215,612,566
ACSSF,2019e1,nc,000,0087,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151338,72624,44143,0,44143,41,0,128,225,278,200,1042,447,1737,648,1933,2629,2805,2013,1399,1757,1911,2490,7352,15108,28481,15358,13123,2238,1192,942,638,522,300,252,216,979,396,1223,974,730,57,341,94,375,271,567,816,78714,30679,0,30679,0,0,820,36,749,621,1331,568,960,1611,1563,2553,1724,2130,728,1238,2027,1903,4606,5511,48035,29513,18522,2956,1795,1585,889,1611,548,2369,987,564,668,698,580,829,607,407,137,328,165,466,333
ACSSF,2019e1,nc,000,0087,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86472,40691,25861,0,25861,0,0,0,0,174,315,591,170,864,728,1416,1484,1313,610,1184,1098,1992,1167,3454,9301,14830,7617,7213,1871,278,81,726,682,160,332,60,22,211,170,685,0,179,194,50,161,266,456,629,45781,14927,0,14927,0,0,0,96,381,335,301,509,96,312,1538,1157,1410,1248,941,230,1101,1170,1469,2633,30854,20706,10148,1144,792,627,477,670,156,918,507,825,596,391,968,397,285,0,683,283,50,146,233
ACSSF,2019e1,nc,000,0087,0000008,58444,27578,11118,0,11118,0,0,95,0,242,0,321,180,757,428,1502,2164,1328,1027,504,779,609,308,288,586,16460,12015,4445,78,853,584,226,589,457,505,107,314,257,92,141,132,0,0,110,0,0,0,0,30866,10741,0,10741,0,0,63,0,297,542,692,276,1096,481,1785,503,582,1196,1127,477,659,158,414,393,20125,15154,4971,765,960,566,479,203,171,336,237,94,226,176,205,78,50,162,37,111,0,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0087,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0087,0000010,53839,25764,9902,0,9902,0,0,95,0,242,0,321,180,703,428,1502,1212,1328,964,504,702,609,270,256,586,15862,11417,4445,78,853,584,226,589,457,505,107,314,257,92,141,132,0,0,110,0,0,0,0,28075,10069,0,10069,0,0,63,0,224,387,692,276,1096,481,1567,503,517,1118,1044,477,659,158,414,393,18006,13435,4571,684,877,566,400,203,171,285,179,94,226,176,157,78,50,162,37,111,0,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0087,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0087,0000012,64449,30784,12132,0,12132,0,0,95,0,260,0,382,228,921,444,1576,2253,1473,1051,631,820,609,328,440,621,18652,13637,5015,113,971,791,226,589,474,505,107,341,257,117,141,204,34,0,110,35,0,0,0,33665,11806,0,11806,0,0,63,0,331,661,692,276,1347,554,2020,615,582,1213,1262,521,704,158,414,393,21859,16502,5357,865,1014,680,479,203,215,373,237,94,226,195,205,78,50,162,55,111,0,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0087,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
