ACSSF,2019e1,nc,000,0088,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241860,124997,81517,0,81517,27,121,1090,311,1810,1277,3327,2307,4886,3491,9071,12521,12648,7636,4482,2338,5050,1887,3508,3729,43480,15428,28052,4168,2093,2538,2213,3694,1204,927,1088,1178,1489,1618,3220,580,455,524,436,287,73,198,69,116863,44724,0,44724,301,83,198,1152,3332,1933,3038,2422,7414,2973,6511,4089,2196,1801,1611,1574,1340,1274,660,822,72139,43586,28553,4505,4335,2990,2037,2561,1919,2545,1146,1398,1782,1009,527,508,211,0,518,200,0,133,229
ACSSF,2019e1,nc,000,0088,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187981,95766,64015,0,64015,0,121,697,311,1471,957,2452,2042,3403,2757,6419,9497,10243,6306,3759,1923,4059,1672,2908,3018,31751,11228,20523,3064,1582,1525,1786,1921,561,448,940,947,1324,1503,2625,580,250,524,381,287,73,133,69,92215,35073,0,35073,128,61,58,1019,2607,1487,1984,1995,5959,2227,4505,3428,1896,1763,1465,1341,1043,1171,290,646,57142,34997,22145,3075,3219,2621,1390,2446,1894,2279,1083,820,648,791,362,437,0,0,518,200,0,133,229
ACSSF,2019e1,nc,000,0088,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0088,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229304,118320,77314,0,77314,27,121,1090,311,1578,809,3289,2307,4562,3387,8624,11726,11865,7321,4482,2291,4644,1847,3368,3665,41006,14831,26175,4035,2032,1949,2077,3605,1204,927,1088,1017,1330,1615,2813,580,363,477,436,287,73,198,69,110984,42113,0,42113,128,83,80,1019,2999,1786,2780,2415,6708,2973,6150,3923,2152,1801,1611,1574,1175,1274,660,822,68871,41662,27209,4316,4283,2854,1904,2487,1919,2545,1098,1398,1070,1009,527,508,211,0,518,200,0,133,229
ACSSF,2019e1,nc,000,0088,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205226,104839,68838,0,68838,27,121,1090,311,1578,585,2763,2131,3879,2743,7410,10313,11033,6435,4291,2082,4084,1595,3097,3270,36001,12489,23512,3559,1866,1790,2030,3269,921,760,1013,980,1292,1585,2361,580,250,248,381,287,73,198,69,100387,38527,0,38527,128,61,58,812,2963,1631,2502,2332,5929,2608,5601,3337,2043,1801,1348,1574,1043,1274,660,822,61860,37434,24426,3163,3821,2730,1695,2414,1919,2435,1060,828,1070,1009,483,508,211,0,518,200,0,133,229
ACSSF,2019e1,nc,000,0088,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116628,59618,41853,0,41853,0,121,617,0,894,404,1251,1333,2298,2173,4163,5276,6998,4706,2785,1589,2851,659,1876,1859,17765,6521,11244,1848,786,685,736,988,561,366,567,703,1053,420,1486,283,135,127,381,0,73,0,46,57010,20819,0,20819,0,61,58,566,1075,549,1000,1616,3152,1561,3481,1210,1611,1232,773,899,586,799,41,549,36191,22797,13394,1164,1781,1577,710,1588,1605,1389,609,342,648,536,318,47,0,0,518,200,0,133,229
ACSSF,2019e1,nc,000,0088,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88598,45221,26985,0,26985,27,0,473,311,684,181,1512,798,1581,570,3247,5037,4035,1729,1506,493,1233,936,1221,1411,18236,5968,12268,1711,1080,1105,1294,2281,360,394,446,277,239,1165,875,297,115,121,0,287,0,198,23,43377,17708,0,17708,128,0,0,246,1888,1082,1502,716,2777,1047,2120,2127,432,569,575,675,457,475,619,273,25669,14637,11032,1999,2040,1153,985,826,314,1046,451,486,422,473,165,461,211,0,0,0,0,0,0
ACSSF,2019e1,nc,000,0088,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0088,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0088,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0088,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2019e1,nc,000,0088,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
